Nº,Project,TestClassName,Assrtions,Conditions,TryCatch,Loop,Hamcrest,Mockito,BadApi,LOC,Expressions,Depth,Vocabulary,Understandability,BodySize,Dexterity,NonWhiteCharacters
3652,commons-math,TimeDetector,0,0,0,0,0,0,0,16,40,7,16,565,28,3,637
3653,commons-math,BigRealTest,42,0,0,1,0,0,7,232,723,10,64,6430,883,2,4465
3654,commons-math,DimensionMismatchExceptionTest,2,0,0,0,0,0,0,10,25,8,9,208,28,3,269
3655,commons-math,PoissonDistributionTest,17,1,2,4,0,0,0,226,524,15,60,5917,642,4,5393
3656,commons-math,ContinuousOutputModelTest,12,0,1,2,0,0,0,258,628,14,97,6564,820,2,4676
3657,commons-math,RegulaFalsiSolverTest,1,0,0,0,0,0,0,22,68,14,25,889,88,4,700
3658,commons-math,VariableStepHandler,2,4,0,0,0,0,0,65,81,10,20,800,95,2,640
3659,commons-math,SparseRealMatrixTest,91,1,31,6,0,0,5,926,2401,12,176,24931,2698,3,17463
3660,commons-math,EvaluationTest,19,0,5,1,0,0,2,281,812,20,115,10709,1204,3,7145
3661,commons-math,AbstractLeastSquaresOptimizerAbstractTest,71,0,0,5,0,0,0,568,2670,18,117,32084,3034,3,19269
3662,commons-math,FastSineTransformerTest,12,6,4,11,0,0,0,342,739,15,76,7730,953,4,5474
3663,commons-math,Ackley,0,0,0,1,0,0,0,36,106,16,17,1090,121,2,455
3664,commons-math,GaussNewtonOptimizerTest,0,0,0,0,0,0,0,43,177,10,33,3263,186,4,4308
3665,commons-math,sumMean,0,0,0,0,0,0,0,29,42,7,16,565,36,3,575
3666,commons-math,Counter,0,0,0,0,0,0,0,25,45,12,19,733,76,2,509
3667,commons-math,AgrestiCoullIntervalTest,2,0,0,0,0,0,0,13,31,7,15,242,31,4,489
3668,commons-math,PairTest,15,1,0,0,0,0,9,113,328,13,41,3410,461,3,1958
3669,commons-math,RealVectorTest,2,0,0,2,0,0,0,50,329,9,50,2942,201,4,3552
3670,commons-math,UniformRealDistributionTest,9,0,0,0,0,0,0,81,239,8,29,2298,258,4,2548
3671,commons-math,ChiSquareTestTest,37,0,13,0,0,0,3,305,676,14,55,6877,943,3,6163
3672,commons-math,GraggBulirschStoerIntegratorTest,31,6,0,3,0,0,0,552,1258,15,129,13843,1641,2,10959
3673,commons-math,MultivariateNormalMixtureExpectationMaximizationTest,7,0,0,2,0,0,2,228,910,11,65,13896,1222,3,9995
3674,commons-math,FitnessCachingTest,1,0,0,1,0,0,0,47,118,13,43,1334,135,2,1415
3675,commons-math,MathUtilsTest,68,2,8,8,0,0,11,478,1277,15,94,12891,1612,3,7839
3676,commons-math,AbstractLeastSquaresOptimizerTestValidation,1,2,0,11,0,0,0,291,628,13,102,8192,923,3,6122
3677,commons-math,BardFunction,0,0,0,2,0,0,0,72,165,15,23,1903,207,3,938
3678,commons-math,LogitTest,31,4,1,4,0,0,0,319,858,15,72,9227,1107,3,5789
3679,commons-math,ConvexHullGenerator2DAbstractTest,16,3,0,7,0,0,8,531,2376,13,99,56893,2775,3,10779
3680,commons-math,Well19937cTest,1,0,0,2,0,0,0,30,1647,12,17,534924,1674,3,11969
3681,commons-math,MultivariateFunctionPenaltyAdapterTest,14,0,0,0,0,0,0,163,601,11,47,6275,795,2,4919
3682,commons-math,MidpointIntegratorTest,16,4,0,3,0,0,0,200,521,16,74,6111,696,2,4396
3683,commons-math,PlaneTest,42,0,0,0,0,0,12,262,873,11,51,7718,1061,2,4584
3684,commons-math,ExponentialDistributionTest,14,0,0,0,0,0,6,112,313,9,49,2851,359,4,3059
3685,commons-math,ThreeEighthesStepInterpolatorTest,3,1,0,2,0,0,0,102,223,12,57,2314,305,2,1811
3686,commons-math,SchedulingChecker,1,0,0,0,0,0,0,19,51,7,23,565,37,2,503
3687,commons-math,UnivariateStatisticAbstractTest,9,2,0,4,0,0,0,195,594,12,87,7287,653,3,5205
3688,commons-math,GaussIntegratorTest,5,0,0,2,0,0,0,62,153,10,23,1708,246,3,1150
3689,commons-math,NormalApproximationIntervalTest,2,0,0,0,0,0,0,13,31,7,15,242,31,4,510
3690,commons-math,WeightedObservedPointsTest,8,3,0,0,0,0,5,132,266,9,31,2485,358,3,2085
3691,commons-math,SimpleInverseFunction,0,1,0,0,0,0,0,20,48,10,9,454,56,2,372
3692,commons-math,AbstractRealDistributionTest,2,16,0,0,0,0,0,290,436,20,45,8517,752,3,3340
3693,commons-math,RealVectorFormatAbstractTest,37,0,1,0,0,0,0,409,1041,10,77,10123,1377,2,8934
3694,commons-math,StepNormalizerOutputTestBase,1,0,0,1,0,0,0,166,704,10,82,7434,706,3,7336
3695,commons-math,BinaryChromosomeTest,6,0,1,2,0,0,0,59,171,11,26,1926,248,2,1010
3696,commons-math,SobolSequenceGeneratorTest,10,0,4,2,0,0,0,89,196,10,30,1852,211,2,1620
3697,commons-math,SetVisitor,0,0,0,0,0,0,0,6,23,8,9,193,16,4,209
3698,commons-math,StatUtilsTest,106,0,20,3,0,0,3,730,1741,10,102,17263,2304,3,11719
3699,commons-math,SinCos,0,0,0,0,0,0,0,93,313,10,46,3118,374,2,2005
3700,commons-math,Rosenbrock,0,0,0,0,0,0,0,19,39,9,8,355,45,2,233
3701,commons-math,OneWayAnovaTest,10,0,2,3,0,0,0,177,312,9,37,3400,456,3,2909
3702,commons-math,GammaDistributionTest,24,6,3,2,0,0,1,462,1021,15,134,12011,1284,4,8717
3703,commons-math,ArgUtilsTest,2,0,0,1,0,0,0,30,110,13,22,1330,153,3,676
3704,commons-math,UniformCrossoverTest,4,2,0,4,0,0,0,162,342,12,47,4002,484,2,2618
3705,commons-math,BicubicSplineInterpolatingFunctionTest,33,0,12,51,0,0,0,1077,2486,21,93,32253,3754,3,13122
3706,commons-math,EulerStepInterpolatorTest,10,1,0,5,0,0,0,267,657,12,84,6524,872,2,4277
3707,commons-math,SummaryStatisticsTest,70,0,1,6,0,0,18,600,1307,13,101,11696,1553,3,8871
3708,commons-math,NeighbourhoodSizeFunctionFactoryTest,5,0,0,0,0,0,0,62,169,8,28,1459,172,3,1803
3709,commons-math,MullerSolverTest,10,0,2,0,0,0,0,204,427,10,35,4136,537,3,3304
3710,commons-math,NewtonSolverTest,14,0,0,0,0,0,0,113,291,20,28,3018,361,3,1933
3711,commons-math,LinearRank1Function,0,0,0,4,0,0,0,49,108,13,17,1192,142,3,596
3712,commons-math,TriangularDistributionTest,8,0,0,0,0,0,0,112,345,10,39,3423,386,4,3278
3713,commons-math,FirstOrderConverterTest,4,1,0,3,0,0,1,92,251,12,42,2628,284,2,1962
3714,commons-math,MathArraysTest,214,2,35,27,0,0,16,1723,5656,11,229,58763,7472,3,31782
3715,commons-math,MultiStartMultivariateOptimizerTest,16,0,0,1,0,0,0,146,374,11,61,3724,492,2,2806
3716,commons-math,MultivariateNormalDistributionTest,6,0,0,11,0,0,0,177,408,12,49,4465,637,3,2841
3717,commons-math,LinearRank1ZeroColsAndRowsFunction,0,2,0,4,0,0,0,74,177,16,17,1925,223,3,714
3718,commons-math,MatrixDimensionMismatchExceptionTest,4,0,0,0,0,0,0,16,41,8,11,326,46,3,422
3719,commons-math,DSCompilerTest,7,10,0,17,0,0,0,788,2336,19,63,26279,2683,3,19144
3720,commons-math,AbstractUnivariateStatisticTest,13,0,8,2,0,0,0,105,208,11,20,2128,245,3,1876
3721,commons-math,BiQuadratic,4,0,0,0,0,0,0,53,138,10,18,1358,152,2,985
3722,commons-math,StorelessCovarianceTest,6,0,0,10,0,0,0,176,850,12,53,41722,593,2,6628
3723,commons-math,MinpackFunction,2,1,0,1,0,0,0,91,184,14,48,2423,235,2,1960
3724,commons-math,CauchyDistributionTest,8,0,2,0,0,0,0,86,204,9,39,2001,241,4,2472
3725,commons-math,NotStrictlyPositiveExceptionTest,3,0,0,0,0,0,0,13,30,8,11,241,34,3,311
3726,commons-math,Array2DRowRealMatrixTest,166,27,48,19,0,0,7,1807,4177,15,236,45997,5145,3,29970
3727,commons-math,DiagonalMatrixTest,39,6,0,18,0,0,2,550,1296,14,92,13512,1802,3,8253
3728,commons-math,BlockFieldMatrixTest,181,26,44,53,0,0,7,2051,5997,17,238,68858,7262,3,38210
3729,commons-math,AdamsBashforthIntegratorTest,10,1,0,4,0,0,0,314,803,17,106,8617,975,2,7190
3730,commons-math,Vector3DTest,83,0,3,2,0,0,9,575,2043,11,141,18116,2396,2,11211
3731,commons-math,LutherFieldStepInterpolatorTest,0,0,0,0,0,0,0,15,87,8,31,870,56,3,1111
3732,commons-math,BlockRealMatrixTest,165,24,44,54,0,0,7,2072,4939,16,247,54787,6123,3,31249
3733,commons-math,ClopperPearsonIntervalTest,2,0,0,0,0,0,0,13,31,7,15,242,31,4,495
3734,commons-math,KowalikOsborneFunction,0,1,0,2,0,0,0,83,201,16,27,2299,240,3,1147
3735,commons-math,KolmogorovSmirnovDistributionTest,12,0,0,0,0,0,0,76,191,8,10,1733,222,3,1923
3736,commons-math,MultipleLinearRegressionAbstractTest,8,1,0,0,0,0,0,120,294,9,47,2939,350,2,2601
3737,commons-math,ValueServerTest,22,0,4,7,0,0,2,327,618,10,76,5678,764,3,5050
3738,commons-math,DormandPrince54FieldStepInterpolatorTest,0,0,0,0,0,0,0,15,88,8,30,884,57,3,1133
3739,commons-math,BinomialConfidenceIntervalAbstractTest,0,0,0,0,0,0,0,21,89,7,20,862,57,3,1438
3740,commons-math,SphericalCoordinatesTest,28,0,0,10,0,0,0,282,1058,23,68,13761,1279,2,5983
3741,commons-math,CloseIntegerPoint,0,1,0,1,0,0,0,37,76,9,17,713,84,3,988
3742,commons-math,Decimal64Test,133,0,0,0,0,0,0,902,1967,10,40,21720,2240,4,12530
3743,commons-math,OverlappingEventsTest,4,2,0,3,0,0,0,115,343,11,60,4295,304,3,3429
3744,commons-math,MultidimensionalCounterTest,22,2,10,6,0,0,0,245,514,12,46,5546,717,3,3528
3745,commons-math,AdamsFieldIntegratorAbstractTest,10,1,0,4,0,0,0,279,883,15,118,9996,1018,2,7641
3746,commons-math,PrecisionTest,292,3,4,4,0,0,63,1030,3882,15,84,37127,4277,3,23786
3747,commons-math,GaussNewtonOptimizerWithQRTest,4,0,4,0,0,0,0,67,122,14,35,1382,154,4,1470
3748,commons-math,DividedDifferenceInterpolatorTest,6,1,1,3,0,0,0,197,395,13,39,4132,536,3,2866
3749,commons-math,Cannonball,0,1,0,2,0,0,0,60,132,10,22,1315,162,3,1009
3750,commons-math,KohonenUpdateActionTest,4,0,0,3,0,0,0,79,171,10,45,1904,263,3,1406
3751,commons-math,BracketingNthOrderBrentSolverTest,15,0,2,0,0,0,0,186,562,16,69,6238,679,4,4673
3752,commons-math,DormandPrince54StepInterpolatorTest,8,1,0,4,0,0,0,197,421,20,84,5558,603,2,3597
3753,commons-math,CertifiedDataTest,21,4,0,2,0,0,0,186,410,15,42,3827,486,3,3160
3754,commons-math,PointVectorValuePairTest,4,0,0,2,0,0,0,27,103,10,14,900,126,2,574
3755,commons-math,OpenIntToFieldTest,41,2,3,15,0,0,8,519,1137,11,90,11163,1514,2,8120
3756,commons-math,NonMonotonicSequenceExceptionTest,10,0,0,0,0,0,2,37,107,9,18,838,119,3,731
3757,commons-math,SsDiffPow,0,0,0,0,0,0,0,7,15,10,8,155,17,2,146
3758,commons-math,SparseFieldVectorTest,94,2,21,11,0,0,1,1004,2669,15,162,34503,3879,3,20740
3759,commons-math,SubCircleTest,31,0,0,1,0,0,2,201,726,13,80,6748,880,2,4298
3760,commons-math,RiddersSolverTest,10,0,2,0,0,0,0,201,418,10,31,3985,525,3,3042
3761,commons-math,EuclideanDistanceTest,3,0,0,0,0,0,0,23,73,8,15,668,88,3,467
3762,commons-math,FindOnes,0,1,0,1,0,0,0,24,31,9,13,337,32,4,481
3763,commons-math,EvaluationRmsCheckerTest,4,0,0,0,0,0,0,46,102,10,26,1327,148,3,1094
3764,commons-math,SimplexOptimizerMultiDirectionalTest,35,0,0,0,0,0,0,271,911,15,77,9607,1160,2,6322
3765,commons-math,FractionTest,105,0,23,1,0,0,10,1162,2833,11,104,27489,3628,3,15869
3766,commons-math,KalmanFilterTest,18,1,0,8,0,0,0,443,1219,12,112,13897,1721,3,8138
3767,commons-math,LocationFinderTest,8,0,0,0,0,0,0,52,134,8,25,1160,158,3,889
3768,commons-math,FooTransformer,0,0,0,0,0,0,0,3,18,10,11,173,12,2,217
3769,commons-math,SimpleValueCheckerTest,7,0,0,0,0,0,0,41,117,9,17,1038,146,2,851
3770,commons-math,IntervalTest,23,0,0,1,0,0,0,92,323,10,33,2481,354,2,2050
3771,commons-math,QuasiSigmoidDecayFunctionTest,3,0,0,0,0,0,0,31,90,9,19,785,97,3,756
3772,commons-math,SpearmansRankCorrelationTest,9,0,2,1,0,0,0,140,442,10,58,5771,598,4,4212
3773,commons-math,Sphere1Test,2,0,0,0,0,0,1,16,48,8,19,369,46,2,392
3774,commons-math,TestComplex,0,0,0,0,0,0,0,9,28,7,10,284,19,4,421
3775,commons-math,ParetoDistributionTest,13,1,0,2,0,0,0,212,547,11,65,5547,681,4,5050
3776,commons-math,FastFourierTransformerTest,51,9,5,37,0,0,0,1020,2529,14,101,28417,3428,3,14143
3777,commons-math,ThreeEighthesFieldStepInterpolatorTest,0,0,0,0,0,0,0,15,87,8,31,870,56,3,1132
3778,commons-math,SparseGradientTest,171,3,0,73,0,0,1,1933,6023,23,258,64342,7319,4,33576
3779,commons-math,TournamentSelectionTest,2,0,0,2,0,0,0,38,81,11,22,783,99,2,618
3780,commons-math,SumOfClusterVariancesTest,4,0,0,2,0,0,0,52,134,11,27,1640,218,2,1051
3781,commons-math,MicrosphereInterpolatorTest,4,2,0,4,0,0,0,186,356,16,31,4375,523,3,2080
3782,commons-math,IntegerDistributionAbstractTest,12,2,3,8,0,0,0,265,530,13,82,7209,647,3,10593
3783,commons-math,OnePointCrossoverTest,10,0,0,1,0,0,0,66,215,13,26,2331,281,2,1013
3784,commons-math,ChromosomeTest,7,0,0,0,0,0,0,98,171,11,32,2081,270,2,1367
3785,commons-math,BigFractionFormatTest,59,0,8,0,0,0,0,473,842,8,75,7486,1072,2,6589
3786,commons-math,SparseRealVectorTest,15,0,0,0,0,0,0,125,346,9,60,3447,430,4,2461
3787,commons-math,EnumeratedRealDistributionTest,31,0,5,4,0,0,0,228,647,12,67,7188,872,3,5738
3788,commons-math,UnivariatePeriodicInterpolatorTest,4,0,0,7,0,0,0,238,465,12,47,5302,735,3,3044
3789,commons-math,Cigar,0,0,0,1,0,0,0,20,43,9,9,375,48,2,247
3790,commons-math,NotPositiveExceptionTest,3,0,0,0,0,0,0,13,32,8,11,254,36,3,280
3791,commons-math,SigmoidTest,21,0,0,0,0,0,0,123,453,11,36,4035,527,3,2936
3792,commons-math,NakagamiDistributionTest,5,0,0,0,0,0,0,35,117,8,24,1091,127,4,1094
3793,commons-math,WelzlEncloser3DTest,8,4,0,8,0,0,0,185,584,13,60,6484,815,2,5054
3794,commons-math,EventStateTest,13,0,0,0,0,0,0,242,588,14,83,7417,774,2,5189
3795,commons-math,MidpointStepInterpolatorTest,3,1,0,2,0,0,0,102,222,12,58,2307,304,2,1787
3796,commons-math,EuclideanDoublePointTest,7,0,0,0,0,0,0,55,184,10,28,1760,244,2,1250
3797,commons-math,DiskGeneratorTest,32,0,0,4,0,0,3,174,543,13,47,5121,692,2,3222
3798,commons-math,PolynomialFunctionLagrangeFormTest,28,0,2,0,0,0,0,249,451,10,24,4464,595,3,2980
3799,commons-math,IntervalUtilsTest,3,0,0,0,0,0,0,22,116,9,29,995,106,3,1363
3800,commons-math,LUSolverTest,18,0,6,2,0,0,0,150,465,12,44,4461,526,2,3575
3801,commons-math,LegendreTest,2,0,0,0,0,0,0,38,83,9,28,832,118,3,675
3802,commons-math,deepMean,0,0,0,0,0,0,0,9,14,7,7,185,11,3,245
3803,commons-math,DfpDecTest,1,3,0,0,0,0,0,438,2237,12,47,21509,2648,2,16397
3804,commons-math,TwoAxes,0,0,0,1,0,0,0,20,47,13,9,439,52,2,262
3805,commons-math,FieldVectorTestImpl,0,0,0,3,0,0,0,160,385,11,58,4758,303,2,3020
3806,commons-math,DormandPrince54IntegratorTest,27,7,0,3,0,0,0,461,977,15,114,10375,1235,2,8646
3807,commons-math,SecondaryStateEvent,0,0,0,0,0,0,0,13,40,7,15,486,27,2,422
3808,commons-math,HermiteInterpolatorTest,27,0,0,25,0,0,0,440,1224,16,64,13647,1640,2,6987
3809,commons-math,QuaternionTest,104,0,1,2,0,0,15,725,1892,13,133,18451,2531,2,11806
3810,commons-math,ZipfDistributionTest,3,0,0,10,0,0,0,213,623,18,81,9104,812,4,5623
3811,commons-math,LevenbergMarquardtOptimizerTest,9,0,1,7,0,0,1,281,983,21,113,17046,1302,4,9506
3812,commons-math,GraggBulirschStoerStepInterpolatorTest,8,1,0,4,0,0,0,197,421,20,86,5558,603,2,3513
3813,commons-math,AbstractIntegerDistributionTest,18,3,0,3,0,0,0,133,331,11,27,3039,365,3,2705
3814,commons-math,AkimaSplineInterpolatorTest,8,0,5,3,0,0,1,244,415,16,52,5043,656,2,3388
3815,commons-math,RandomAdaptorTest,9,0,0,0,0,0,0,80,148,8,27,1626,179,3,1366
3816,commons-math,LegendreParametricTest,0,1,0,1,0,0,0,28,88,12,28,1066,81,4,1473
3817,commons-math,BiDiagonalTransformerTest,25,3,0,2,0,0,6,243,863,15,59,8187,970,2,5444
3818,commons-math,ClassicalRungKuttaFieldStepInterpolatorTest,0,0,0,0,0,0,0,15,87,8,31,870,56,3,1149
3819,commons-math,AdamsMoultonFieldIntegratorTest,0,0,0,0,0,0,0,24,115,8,35,1150,80,3,1424
3820,commons-math,LinearInterpolatorTest,17,0,3,1,0,0,0,176,388,10,36,3883,530,3,3193
3821,commons-math,LocalizedFormatsTest,9,0,1,9,0,0,0,115,269,14,54,3217,373,2,2304
3822,commons-math,Well512aTest,1,0,0,1,0,0,0,17,427,10,15,35616,439,3,3258
3823,commons-math,ResettingEvent,1,0,0,0,0,0,0,20,55,7,19,578,42,2,540
3824,commons-math,subPercentile,0,0,0,0,0,0,0,13,27,8,11,296,19,4,423
3825,commons-math,IntegerSequenceTest,25,0,2,14,0,0,0,380,721,13,61,7403,1077,3,4814
3826,commons-math,KeplerHandler,1,2,0,0,0,0,0,40,76,9,23,730,90,2,608
3827,commons-math,MultivariateFunctionMappingAdapterTest,12,0,0,0,0,0,0,153,583,12,48,6553,788,2,4836
3828,commons-math,PowellOptimizerTest,5,0,0,13,0,0,0,269,691,16,63,8141,999,3,5005
3829,commons-math,SimpleUnivariateValueCheckerTest,7,0,0,0,0,0,0,41,113,8,17,958,136,2,925
3830,commons-math,Bar,0,0,0,0,0,0,0,3,4,5,3,39,3,2,64
3831,commons-math,S2PointTest,21,0,0,1,0,0,6,96,334,12,46,2825,372,2,1788
3832,commons-math,LogisticTest,11,0,0,3,0,0,0,266,642,12,63,6739,898,3,3727
3833,commons-math,BaseRuleFactoryTest,1,0,0,2,0,0,0,30,67,11,28,961,125,3,735
3834,commons-math,GaussNewtonOptimizerWithSVDTest,5,0,4,0,0,0,0,86,207,14,56,2227,262,4,1889
3835,commons-math,Euclidean1DTest,2,0,0,0,0,0,1,16,48,8,19,369,46,2,408
3836,commons-math,ArrayRealVectorTest,58,0,2,0,0,0,1,279,759,12,54,9281,966,4,5216
3837,commons-math,MidPointIntegratorTest,21,0,3,0,0,0,0,199,452,10,35,4258,576,3,3545
3838,commons-math,MonotoneChainTest,0,0,0,0,0,0,0,34,90,9,20,802,111,4,713
3839,commons-math,MeyerFunction,0,1,0,2,0,0,0,74,158,18,26,1840,196,3,1040
3840,commons-math,MillerUpdatingRegressionTest,103,29,10,28,0,0,0,1484,4606,16,104,91565,5308,3,27809
3841,commons-math,RetryRunnerTest,0,1,0,0,0,0,0,10,30,9,12,275,15,3,597
3842,commons-math,GeometricMeanTest,7,0,0,0,0,0,0,49,115,8,22,942,123,4,922
3843,commons-math,RandomDataGeneratorTest,62,17,26,89,0,0,7,2035,3871,15,231,42030,5421,3,27527
3844,commons-math,MicrosphereProjectionInterpolatorTest,10,1,0,2,0,0,0,199,398,15,52,5260,559,3,2758
3845,commons-math,FieldBracketingNthOrderBrentSolverTest,12,0,0,1,0,0,0,189,564,18,70,7074,720,3,4090
3846,commons-math,FieldMatrixImplTest,162,27,48,18,0,0,7,1757,4956,15,224,56155,5845,3,34595
3847,commons-math,GetVisitor,1,0,0,0,0,0,0,17,34,9,13,304,30,4,293
3848,commons-math,Vector3DFormatAbstractTest,35,0,0,0,0,0,0,383,907,10,70,8198,1133,2,7622
3849,commons-math,DiceDistribution,0,3,0,0,0,0,0,48,46,9,12,538,55,4,597
3850,commons-math,MinusElli,0,0,0,0,0,0,0,3,14,7,6,131,8,2,144
3851,commons-math,RotationOrderTest,1,1,1,2,0,0,0,33,102,13,32,1037,126,2,635
3852,commons-math,MultivariateNormalMixtureModelDistribution,0,0,0,0,0,0,0,3,10,7,7,104,3,5,308
3853,commons-math,EnumeratedIntegerDistributionTest,18,0,5,3,0,0,0,160,407,11,53,4598,564,3,3764
3854,commons-math,LogNormalDistributionTest,16,1,0,2,0,0,0,231,584,11,67,5892,728,4,5683
3855,commons-math,EulerIntegratorTest,16,4,0,3,0,0,0,200,521,16,74,6111,696,2,4363
3856,commons-math,BracketFinderTest,18,2,0,0,0,0,0,140,334,17,23,3400,438,3,1951
3857,commons-math,EigenDecompositionTest,52,6,1,28,0,0,0,945,2843,16,173,30817,3702,2,20998
3858,commons-math,TricubicInterpolatingFunctionTest,30,1,27,7,0,0,1,668,1706,18,102,26186,2636,3,14157
3859,commons-math,BOBYQAOptimizerTest,2,2,0,24,0,0,0,647,1720,17,114,19316,2101,3,11108
3860,commons-math,DfpTest,137,26,0,0,0,0,1,2054,7892,12,133,92518,8499,4,45097
3861,commons-math,ChebyquadFunction,0,1,0,7,0,0,0,145,238,15,27,2806,341,3,1178
3862,commons-math,UnivariateSolverUtilsTest,33,0,1,0,0,0,0,240,702,13,53,6427,766,3,4868
3863,commons-math,ClassicalRungeKuttaIntegratorTest,28,6,3,7,0,0,0,402,1009,16,107,12689,1431,2,8149
3864,commons-math,PerfectInterpolator,0,0,0,0,0,0,0,59,103,8,33,1211,114,2,1368
3865,commons-math,RuleBuilder,0,0,0,0,0,0,0,10,19,6,9,237,17,2,275
3866,commons-math,LaplaceDistributionTest,5,0,0,0,0,0,0,35,121,8,24,1119,131,4,1117
3867,commons-math,SincTest,18,0,0,4,0,0,0,157,390,16,40,3963,517,2,2655
3868,commons-math,NonLinearConjugateGradientOptimizerTest,33,0,0,4,0,0,0,358,1569,17,80,18798,2033,3,13328
3869,commons-math,MultivariateNormalMixtureModelDistributionTest,4,0,0,4,0,0,0,131,757,12,48,11910,942,3,7170
3870,commons-math,FieldRotationDfpTest,60,2,11,64,0,0,0,1527,5491,19,197,62050,6926,2,29994
3871,commons-math,Rosen,0,0,0,1,0,0,0,14,65,13,7,664,70,2,196
3872,commons-math,DummyStepInterpolatorTest,7,0,1,4,0,0,0,159,339,12,46,3342,455,2,2600
3873,commons-math,SphereGeneratorTest,57,0,0,6,0,0,4,275,999,13,52,9332,1228,2,5985
3874,commons-math,ContinuedFractionTest,1,0,0,0,0,0,0,16,33,11,15,490,56,3,308
3875,commons-math,TDistributionTest,13,0,0,2,0,0,0,171,427,11,59,4287,538,4,4161
3876,commons-math,ChiSquaredDistributionTest,6,0,0,1,0,0,0,106,298,10,45,3091,356,4,3436
3877,commons-math,NetworkTest,16,1,1,4,0,0,0,221,504,13,76,5086,700,3,3784
3878,commons-math,BrentSolverTest,45,0,5,0,0,0,0,302,754,15,50,7547,941,3,5383
3879,commons-math,PolynomialFunctionTest,48,0,0,2,0,0,0,326,972,10,47,8786,1213,3,6308
3880,commons-math,ProductTest,9,0,0,0,0,0,0,62,164,8,33,1380,171,4,1511
3881,commons-math,ArrayFieldVectorTest,141,1,33,13,0,0,1,1548,3872,15,218,49998,5468,3,29621
3882,commons-math,HelicalValleyFunction,0,2,0,0,0,0,0,60,153,11,19,1507,188,3,835
3883,commons-math,MinPermutations,0,1,0,1,0,0,0,31,56,12,21,574,65,5,567
3884,commons-math,UniformRandomGeneratorTest,2,0,0,1,0,0,0,26,55,9,18,490,76,2,433
3885,commons-math,SplineInterpolatorTest,30,0,3,2,0,0,0,288,828,13,46,8197,1057,3,5881
3886,commons-math,Foo,0,0,0,0,0,0,0,3,4,5,3,39,3,2,64
3887,commons-math,JacobianFunctionTest,2,0,0,3,0,0,0,86,241,13,30,2926,332,3,1677
3888,commons-math,TransformerMapTest,12,0,0,0,0,0,0,122,242,9,30,2161,327,3,2281
3889,commons-math,ParameterizedCircle,0,6,0,0,0,0,0,142,297,11,34,3150,356,4,1914
3890,commons-math,MatrixUtilsTest,45,3,18,10,0,0,0,518,1508,15,135,16723,1794,3,11551
3891,commons-math,ExtendedFieldElementAbstractTest,8,2,0,74,0,0,5,656,2081,17,134,22180,2527,2,9183
3892,commons-math,StepInterpolatorTestUtils,2,2,0,2,0,0,0,148,563,23,71,10352,761,2,3766
3893,commons-math,ArcsSetTest,234,3,2,9,0,0,0,1092,4077,15,145,39208,4834,2,22280
3894,commons-math,ExceptionContextTest,8,0,0,3,0,0,2,147,343,10,60,3223,466,3,2634
3895,commons-math,EmpiricalDistributionTest,57,2,2,19,0,0,0,721,1685,15,164,17523,2136,4,14405
3896,commons-math,HighamHall54StepInterpolatorTest,8,1,0,4,0,0,0,197,421,20,84,5558,603,2,3576
3897,commons-math,SumLogTest,8,0,0,0,0,0,0,52,128,8,26,1048,133,4,1015
3898,commons-math,RungeKuttaFieldStepInterpolatorAbstractTest,16,0,1,17,0,0,0,409,1311,21,154,16434,1644,2,8982
3899,commons-math,LogisticsDistributionTest,5,0,0,0,0,0,0,35,121,8,24,1119,131,4,1092
3900,commons-math,SimpleVectorValueCheckerTest,7,0,0,0,0,0,0,41,121,9,17,1118,156,2,937
3901,commons-math,SegmentTest,4,0,0,0,0,0,0,22,96,9,17,803,114,2,517
3902,commons-math,FunctionUtilsTest,46,0,0,9,0,0,0,449,1489,20,111,15807,1889,3,9450
3903,commons-math,BinomialDistributionTest,11,0,0,1,0,0,0,183,456,10,40,4825,582,4,4301
3904,commons-math,TricubicSplineInterpolatorTest,12,0,6,6,0,0,0,309,709,16,45,8669,1049,3,4133
3905,commons-math,Linear,9,0,0,5,0,0,0,82,228,10,34,2212,231,2,1471
3906,commons-math,BicubicSplineInterpolatorTest,6,0,4,10,0,0,0,242,561,15,50,6624,851,3,3391
3907,commons-math,AdamsBashforthFieldIntegratorTest,0,0,0,0,0,0,0,24,115,8,35,1150,80,3,1428
3908,commons-math,WilcoxonSignedRankTestTest,17,0,13,1,0,0,0,169,298,12,23,3787,496,3,3117
3909,commons-math,UniformKernelEmpiricalDistribution,0,0,0,0,0,0,0,6,24,7,14,212,17,4,417
3910,commons-math,KendallsCorrelationTest,18,0,0,9,0,0,0,311,798,11,57,10203,1228,4,6201
3911,commons-math,FieldExpandableODETest,60,0,2,16,0,0,0,573,1712,12,98,17698,2146,2,12342
3912,commons-math,Ode,0,0,0,0,0,0,0,6,13,6,9,151,10,2,181
3913,commons-math,MidpointFieldStepInterpolatorTest,0,0,0,0,0,0,0,15,87,8,31,870,56,3,1117
3914,commons-math,FirstMomentTest,5,0,0,0,0,0,0,70,170,8,27,1495,158,4,1350
3915,commons-math,CombinatoricsUtilsTest,71,9,15,11,0,0,0,536,1264,15,68,12754,1530,3,9260
3916,commons-math,PolynomialFunctionNewtonFormTest,33,0,2,1,0,0,0,282,551,10,32,5501,722,3,3651
3917,commons-math,DescriptiveStatisticsTest,51,0,2,10,0,0,0,528,1174,11,134,11283,1423,3,9249
