Nº,Project,TestClassName,No. Tests,Vocabulary,Non Whithe Characters,No. Method Invoctions,AST size,Max Depth,Sum Depths,Avg Depth,Branching,Dexterity,No. Expressions,No. Try,No. Catch,No. Loop,No. Conditions,No. Else,Bad API,Junit,Hamcrest,Mockito
13919,commons-math,MultivariateFunction,0,10,741,0,0,5,23,0,0,12,26,0,0,0,0,0,0,0,0,0
13920,commons-math,CorrelatedRandomVectorGeneratorTest,5,82,4344,54,876,15,1954,2.230593607305936,1.2671232876712328,31,658,0,0,14,0,0,0,6,0,0
13921,commons-math,FractionFieldTest,3,18,366,9,45,8,148,3.2888888888888888,1.5333333333333334,14,46,0,0,0,0,0,1,3,0,0
13922,commons-math,OffsetFeatureInitializer,0,5,501,1,15,7,97,6.466666666666667,4.666666666666667,23,23,0,0,0,0,0,0,0,0,0
13923,commons-math,LearningFactorFunctionFactory,0,21,2620,2,111,11,320,2.8828828828828827,1.882882882882883,24,155,0,0,0,2,0,0,0,0,0
13924,commons-math,SerializationProxy,0,12,976,0,34,7,190,5.588235294117647,5.676470588235294,22,48,0,0,0,0,0,0,0,0,0
13925,commons-math,MultivariateFunctionPenaltyAdapter,0,33,5108,8,253,19,794,3.1383399209486167,1.458498023715415,36,277,0,0,3,6,2,0,0,0,0
13926,commons-math,BrentSolver,0,51,3751,27,527,18,1282,2.4326375711574952,1.3795066413662238,32,405,0,0,1,14,6,0,0,0,0
13927,commons-math,Mean,0,42,6508,16,271,14,951,3.5092250922509227,2.734317343173432,37,271,0,0,2,4,0,0,0,0,0
13928,commons-math,SynchronizedMultivariateSummaryStatistics,0,57,4623,0,133,6,959,7.2105263157894735,11.466165413533835,22,224,0,0,0,0,0,0,0,0,0
13929,commons-math,StepHandler,0,18,1851,0,0,5,52,0,0,13,50,0,0,0,0,0,0,0,0,0
13930,commons-math,EvaluationRmsChecker,0,16,1399,4,52,8,204,3.923076923076923,3.269230769230769,25,61,0,0,0,0,0,0,0,0,0
13931,commons-math,Basis,0,17,635,3,240,14,620,2.5833333333333335,0.9166666666666666,30,201,0,0,9,1,0,0,0,0,0
13932,commons-math,BSPTree,0,99,21270,117,1696,15,4938,2.911556603773585,1.884433962264151,44,1473,0,0,3,31,14,0,0,0,0
13933,commons-math,FieldLUDecompositionTest,9,66,8689,152,1711,13,4394,2.5680888369374633,1.2898889538281706,36,1386,1,1,12,4,4,6,45,0,0
13934,commons-math,ElliRotated,0,14,326,2,60,13,233,3.8833333333333333,1.65,27,58,0,0,1,0,0,0,0,0,0
13935,commons-math,MersenneTwisterTest,1,17,23313,4,2124,15,2377,1.119114877589454,470.39406779661016,27,2096,0,0,2,0,0,0,2,0,0
13936,commons-math,FieldMatrixPreservingVisitor,0,15,874,0,0,5,80,0,0,13,27,0,0,0,0,0,0,0,0,0
13937,commons-math,BrentOptimizerTest,10,84,6894,77,1277,16,2946,2.3069694596711043,1.2247454972592013,41,916,2,2,2,2,2,0,26,0,0
13938,commons-math,KendallsCorrelation,0,63,6402,40,745,19,1872,2.512751677852349,1.3261744966442952,41,526,0,0,8,7,6,0,0,0,0
13939,commons-math,DifferentiableUnivariateFunction,0,11,394,0,0,4,21,0,0,10,20,0,0,0,0,0,0,0,0,0
13940,commons-math,Floor,0,6,154,1,6,6,37,6.166666666666667,4.833333333333333,13,8,0,0,0,0,0,0,0,0,0
13941,commons-math,ChiSquaredDistribution,0,30,3862,6,88,8,447,5.079545454545454,6.534090909090909,29,108,0,0,0,0,0,0,0,0,0
13942,commons-math,MultistepIntegrator,0,117,11697,53,628,17,2044,3.254777070063694,2.8582802547770703,44,600,1,1,3,4,1,0,0,0,0
13943,commons-math,TestRandomGenerator,0,9,398,3,14,6,87,6.214285714285714,4,18,22,0,0,0,0,0,0,0,0,0
13944,commons-math,ArrayDataAdapter,0,20,776,5,74,11,256,3.4594594594594597,1.8108108108108107,29,69,0,0,2,0,0,0,0,0,0
13945,commons-math,LinearConstraint,0,41,6863,10,206,11,770,3.737864077669903,3.0194174757281553,38,230,0,0,1,2,0,0,0,0,0
13946,commons-math,SummaryStatistics,0,104,17568,167,1199,12,3469,2.8932443703085906,3.1843202668890744,36,1139,0,0,0,21,12,0,0,0,0
13947,commons-math,MedianTest,2,59,1927,19,250,11,683,2.732,1.884,36,237,0,0,2,0,0,0,6,0,0
13948,commons-math,TrivariateFunction,0,5,371,0,0,4,25,0,0,9,8,0,0,0,0,0,0,0,0,0
13949,commons-math,BoundaryBuilder,0,35,1479,25,226,15,655,2.898230088495575,0.9823008849557522,26,163,0,0,1,6,0,0,0,0,0
13950,commons-math,ExceptionContext,0,78,6060,55,569,14,1741,3.0597539543057994,2.0052724077328645,39,482,0,0,7,3,2,0,0,0,0
13951,commons-math,VariableHandler,0,20,644,6,101,11,337,3.3366336633663365,1.5148514851485149,21,87,0,0,0,4,1,0,2,0,0
13952,commons-math,IntervalsSetTest,4,46,3300,96,653,12,1447,2.215926493108729,1.4686064318529861,22,561,0,0,1,0,0,0,39,0,0
13953,commons-math,EventFilterTest,7,73,5775,56,945,14,2306,2.4402116402116403,1.783068783068783,38,802,0,0,2,2,2,0,14,0,0
13954,commons-math,CanberraDistance,0,16,523,4,76,11,228,3,1.5921052631578947,29,66,0,0,1,0,0,0,0,0,0
13955,commons-math,KalmanFilter,0,66,8951,91,504,11,1432,2.8412698412698414,2.267857142857143,31,472,0,0,0,11,3,0,0,0,0
13956,commons-math,TestFunction,0,13,511,2,40,9,213,5.325,4.85,18,45,0,0,0,0,0,0,0,0,0
13957,commons-math,SingularValueSolverTest,6,53,3690,74,601,12,1490,2.4792013311148087,1.3294509151414309,31,512,3,3,2,0,0,0,17,0,0
13958,commons-math,KurtosisTest,1,18,739,19,89,8,248,2.7865168539325844,1.9213483146067416,21,85,0,0,0,0,0,0,5,0,0
13959,commons-math,MismatchedEquations,0,5,304,0,5,6,44,8.8,8.8,15,8,0,0,0,0,0,0,0,0,0
13960,commons-math,SimplexOptimizer,0,70,4723,21,285,15,827,2.9017543859649124,1.3789473684210527,46,242,0,0,3,5,0,0,0,0,0
13961,commons-math,JennrichSampsonFunction,0,20,745,4,154,13,455,2.9545454545454546,1.3051948051948052,26,115,0,0,2,0,0,0,0,0,0
13962,commons-math,CertifiedDataAbstractTest,1,78,2453,56,424,17,1213,2.8608490566037736,1.1202830188679245,36,325,2,3,2,7,3,0,5,0,0
13963,commons-math,SynchronizedSummaryStatistics,0,66,5614,5,189,10,1088,5.756613756613756,9.698412698412698,25,277,0,0,0,0,0,0,0,0,0
13964,commons-math,ClusterAlgorithmComparison,0,157,6900,87,1465,17,3870,2.641638225255973,1.3515358361774743,46,1084,0,0,14,5,0,0,0,0,0
13965,commons-math,MyInteger,0,8,275,0,39,12,203,5.205128205128205,2.41025641025641,26,39,0,0,0,1,1,0,0,0,0
13966,commons-math,UnivariatePointValuePair,0,7,775,0,19,7,121,6.368421052631579,6.684210526315789,19,25,0,0,0,0,0,0,0,0,0
13967,commons-math,AbstractUnivariateDifferentiableSolver,0,21,1523,2,36,8,193,5.361111111111111,6.138888888888889,23,56,0,0,0,0,0,0,0,0,0
13968,commons-math,StorelessBivariateCovariance,0,21,2634,0,171,12,563,3.2923976608187133,1.7953216374269005,29,151,0,0,0,2,1,0,0,0,0
13969,commons-math,RealMatrixFormatAbstractTest,29,85,9576,162,1497,12,3594,2.400801603206413,1.7401469605878424,32,1161,1,1,2,0,0,0,36,0,0
13970,commons-math,KohonenUpdateAction,0,52,4475,21,264,13,837,3.1704545454545454,2.0833333333333335,35,232,0,0,3,3,0,0,0,0,0
13971,commons-math,EulerFieldStepInterpolatorTest,3,31,1108,7,56,8,348,6.214285714285714,4.410714285714286,18,87,0,0,0,0,0,0,0,0,0
13972,commons-math,SumSqTest,1,24,987,21,120,8,315,2.625,2.1083333333333334,23,117,0,0,0,0,0,0,7,0,0
13973,commons-math,ParameterizedODE,0,9,624,0,0,5,49,0,0,10,17,0,0,0,0,0,0,0,0,0
13974,commons-math,KolmogorovSmirnovTestTest,26,154,24874,176,3205,18,6844,2.1354134165366614,14.30764430577223,42,2824,0,0,15,3,1,1,65,0,0
13975,commons-math,MultivariateOptimizer,0,23,1914,2,63,14,332,5.26984126984127,3.0476190476190474,31,76,0,0,1,2,0,0,0,0,0
13976,commons-math,TricubicSplineInterpolator,0,55,3960,18,989,23,2371,2.39737108190091,1.428715874620829,35,668,0,0,18,4,0,0,0,0,0
13977,commons-math,RectangularCholeskyDecompositionTest,3,31,2464,42,396,10,819,2.0681818181818183,1.3686868686868687,20,324,0,0,0,0,0,0,8,0,0
13978,commons-math,DfpMathTest,2,46,10966,485,2199,12,3954,1.7980900409276943,3.231923601637108,25,2081,0,0,0,3,0,0,1,0,0
13979,commons-math,SegmentsBuilder,0,66,2937,28,344,14,1083,3.1482558139534884,1.5406976744186047,33,271,0,0,2,4,1,0,0,0,0
13980,commons-math,ISAACTest,1,21,29286,6,84,9,2866,34.11904761904762,13250.452380952382,31,2632,0,0,1,0,0,0,2,0,0
13981,commons-math,GLSMultipleLinearRegression,0,40,2324,35,179,12,605,3.3798882681564244,1.6368715083798884,28,160,0,0,0,1,0,0,0,0,0
13982,commons-math,MultivariateRealDistribution,0,14,1530,0,0,5,64,0,0,14,26,0,0,0,0,0,0,0,0,0
13983,commons-math,SubOrientedPoint,0,18,1282,3,73,11,374,5.123287671232877,2.6164383561643834,28,81,0,0,0,2,2,0,0,0,0
13984,commons-math,Preconditioner,0,4,913,0,0,5,34,0,0,11,6,0,0,0,0,0,0,0,0,0
13985,commons-math,ParameterJacobianWrapper,0,43,1859,14,170,14,577,3.3941176470588235,2.0764705882352943,36,152,0,0,2,2,1,0,0,0,0
13986,commons-math,QuantizationError,0,34,1045,8,183,14,482,2.633879781420765,1.289617486338798,34,118,0,0,3,1,0,0,0,0,0
13987,commons-math,IterationManager,0,49,4274,16,171,11,694,4.058479532163743,2.8362573099415203,29,210,0,0,4,0,0,0,0,0,0
13988,commons-math,NonSymmetricMatrixException,0,11,866,0,35,7,173,4.942857142857143,5.285714285714286,22,42,0,0,0,0,0,0,0,0,0
13989,commons-math,KohonenTrainingTaskTest,2,86,4033,57,734,13,1672,2.2779291553133514,1.422343324250681,41,532,2,2,5,2,0,0,6,0,0
13990,commons-math,AdamsMoultonFieldIntegrator,0,117,12212,121,795,16,2206,2.7748427672955973,1.8150943396226416,42,698,0,0,4,6,1,0,0,0,0
13991,commons-math,LineTest,9,52,3081,66,759,13,1802,2.3741765480895918,1.1712779973649539,23,614,0,0,2,0,0,2,25,0,0
13992,commons-math,Gaussian2D,0,17,499,3,74,12,280,3.7837837837837838,1.9054054054054055,27,65,0,0,0,0,0,0,0,0,0
13993,commons-math,Unserializable,0,2,107,0,1,3,11,11,11,9,3,0,0,0,0,0,0,0,0,0
13994,commons-math,DefaultIterativeLinearSolverEvent,0,18,3099,0,82,7,401,4.890243902439025,4.963414634146342,27,124,0,0,0,1,0,0,0,0,0
13995,commons-math,BigRealField,0,17,988,0,26,7,207,7.961538461538462,7.230769230769231,19,39,0,0,0,0,0,0,0,0,0
13996,commons-math,lnMant,0,14,485,3,0,16,239,0,0,28,44,0,0,1,1,1,0,0,0,0
13997,commons-math,DataRow,0,17,808,3,80,12,329,4.1125,2.55,35,77,0,0,1,2,0,0,0,0,0
13998,commons-math,AbstractListChromosome,0,23,2557,8,52,11,350,6.730769230769231,5.423076923076923,29,85,0,0,0,0,0,0,0,0,0
13999,commons-math,BetaTest,31,92,24804,100,997,12,6762,6.78234704112337,52.062186559679034,48,3380,7,13,4,3,0,0,20,0,0
14000,commons-math,ProperFractionFormat,0,54,3905,44,354,12,906,2.559322033898305,2.0677966101694913,38,300,0,0,0,8,0,0,0,0,0
14001,commons-math,ShiftInfo,0,5,262,0,0,4,40,0,0,9,5,0,0,0,0,0,0,0,0,0
14002,commons-math,MultivariateDifferentiableVectorOptimizer,0,4,341,0,0,4,19,0,0,9,6,0,0,0,0,0,0,0,0,0
14003,commons-math,AbstractEvaluation,0,35,1284,15,143,10,398,2.7832167832167833,1.6223776223776223,27,109,0,0,1,0,0,0,0,0,0
14004,commons-math,Vector1DFormatTest,0,7,172,0,8,6,51,6.375,3.875,11,13,0,0,0,0,0,0,0,0,0
14005,commons-math,ThirdMomentTest,0,15,523,0,10,7,77,7.7,5.8,19,45,0,0,0,0,0,0,0,0,0
14006,commons-math,BigFractionMatrixConverter,0,21,680,1,34,8,200,5.882352941176471,5.588235294117647,27,46,0,0,0,0,0,0,0,0,0
14007,commons-math,LutherFieldIntegrator,0,42,3306,82,582,10,1438,2.470790378006873,1.5996563573883162,32,546,0,0,1,0,0,0,0,0,0
14008,commons-math,Marker,0,70,5871,21,511,14,1553,3.0391389432485325,2.4344422700587085,39,457,0,0,0,4,1,0,0,0,0
14009,commons-math,FixedCapacityList,0,15,1330,3,44,10,228,5.181818181818182,3.840909090909091,32,59,0,0,0,0,0,0,0,0,0
14010,commons-math,Equations,0,12,324,0,40,10,189,4.725,2.825,23,42,0,0,1,0,0,0,0,0,0
14011,commons-math,Hyperplane,0,16,2298,0,0,6,140,0,0,12,33,0,0,0,0,0,0,0,0,0
14012,commons-math,GaussIntegratorFactory,0,40,4638,10,144,11,625,4.340277777777778,3.1041666666666665,33,241,0,0,1,0,0,0,0,0,0
14013,commons-math,RandomCirclePointGenerator,0,33,1491,6,136,9,419,3.0808823529411766,2.073529411764706,32,121,0,0,1,0,0,0,0,0,0
14014,commons-math,Vector1DFormat,0,37,3105,11,129,10,508,3.937984496124031,2.992248062015504,29,143,0,0,0,2,0,0,0,0,0
14015,commons-math,HarmonicCurveFitterTest,7,55,3738,55,872,12,1862,2.135321100917431,1.826834862385321,33,613,0,0,9,0,0,0,13,0,0
14016,commons-math,IterationListener,0,8,779,0,0,5,67,0,0,10,22,0,0,0,0,0,0,0,0,0
14017,commons-math,LinearFullRankFunction,0,20,671,3,167,13,472,2.8263473053892216,1.347305389221557,27,126,0,0,4,0,0,0,0,0,0
14018,commons-math,LimitAngleTest,1,20,586,22,110,13,281,2.5545454545454547,1.1181818181818182,20,98,0,0,1,0,0,0,6,0,0
14019,commons-math,SplineInterpolator,0,27,2828,1,477,21,1246,2.6121593291404612,1.178197064989518,34,378,0,0,4,2,0,0,0,0,0
14020,commons-math,ContinuousOutputModel,0,90,11712,70,787,17,2175,2.763659466327827,1.5235069885641677,37,719,0,0,3,19,9,0,0,0,0
14021,commons-math,HarmonicOscillatorTest,8,49,2742,32,589,17,1468,2.492359932088285,1.3989813242784381,37,421,0,0,4,0,0,0,8,0,0
14022,commons-math,ClassicalRungeKuttaFieldIntegrator,0,37,1941,25,233,10,689,2.9570815450643777,1.6909871244635193,32,226,0,0,1,0,0,0,0,0,0
14023,commons-math,FuzzyKMeansClusterer,0,98,9292,45,892,18,2615,2.931614349775785,1.9091928251121075,48,690,0,0,14,10,2,0,0,0,0
14024,commons-math,ComplexField,0,17,974,0,26,7,211,8.115384615384615,7.230769230769231,20,40,0,0,0,0,0,0,0,0,0
14025,commons-math,NakagamiDistribution,0,39,3941,11,195,11,712,3.651282051282051,3.4358974358974357,35,208,0,0,0,3,0,0,0,0,0
14026,commons-math,UnivariateStatistic,0,9,888,0,0,5,67,0,0,13,20,0,0,0,0,0,0,0,0,0
14027,commons-math,DistanceMeasure,0,6,432,0,0,5,37,0,0,12,9,0,0,0,0,0,0,0,0,0
14028,commons-math,MultivariateMultiStartOptimizerTest,1,38,1152,12,193,11,511,2.6476683937823835,1.3471502590673574,26,150,0,0,0,0,0,0,4,0,0
14029,commons-math,Well19937aTest,1,17,11979,2,1674,12,2375,1.418757467144564,313.24133811230587,26,1647,0,0,2,0,0,0,1,0,0
14030,commons-math,VectorialCovarianceTest,4,29,1408,24,301,12,738,2.451827242524917,1.1561461794019934,32,237,1,1,3,0,0,0,9,0,0
14031,commons-math,LocalLeastSquaresProblem,0,49,4008,19,218,10,925,4.243119266055046,3.628440366972477,35,260,0,0,0,2,1,0,0,0,0
14032,commons-math,InitializationCompletedMarkerException,0,4,337,0,6,7,54,9,6.833333333333333,17,9,0,0,0,0,0,0,0,0,0
14033,commons-math,DummyListChromosome,0,24,1268,14,148,11,519,3.5067567567567566,1.6891891891891893,35,122,0,0,0,5,0,0,0,0,0
14034,commons-math,NotANumberException,0,8,325,1,11,7,56,5.090909090909091,3.909090909090909,16,14,0,0,0,0,0,0,0,0,0
14035,commons-math,TriDiagonalTransformer,0,48,4621,13,804,19,2121,2.638059701492537,1.0360696517412935,35,596,0,0,14,8,0,0,0,0,0
14036,commons-math,BisectionSolverTest,3,20,1790,44,340,8,666,1.9588235294117646,2.3676470588235294,19,289,0,0,0,0,0,0,15,0,0
14037,commons-math,MullerSolver2Test,4,31,3175,52,525,10,1128,2.1485714285714286,2.020952380952381,25,418,2,2,0,0,0,0,10,0,0
14038,commons-math,PointValuePairTest,1,14,415,11,86,10,204,2.372093023255814,1,25,71,0,0,1,0,0,0,3,0,0
14039,commons-math,Asin,0,14,504,4,19,7,104,5.473684210526316,4.473684210526316,17,28,0,0,0,0,0,0,0,0,0
14040,commons-math,ZipfRejectionInversionSampler,0,26,3518,19,274,17,1018,3.7153284671532845,1.602189781021898,28,247,0,0,1,6,3,0,0,0,0
14041,commons-math,TopographicErrorHistogram,0,41,1419,11,210,14,558,2.657142857142857,1.3523809523809525,35,138,0,0,3,2,0,0,0,0,0
14042,commons-math,MaxCountExceededExceptionTest,1,8,220,2,19,8,65,3.4210526315789473,1.5263157894736843,17,17,0,0,0,0,0,0,1,0,0
14043,commons-math,NewtonRaphsonSolverTest,2,19,1657,41,306,8,586,1.9150326797385622,2.4281045751633985,19,261,0,0,0,0,0,0,14,0,0
14044,commons-math,FastMathTestPerformance,0,95,18313,358,4886,15,11877,2.430822758902988,1.504502660663119,36,3608,0,0,66,1,0,20,20,0,0
14045,commons-math,TestBean,0,17,378,1,26,7,172,6.615384615384615,5.769230769230769,20,39,0,0,0,0,0,0,0,0,0
14046,commons-math,NumberIsTooLargeExceptionTest,1,11,305,6,36,8,94,2.611111111111111,1.3888888888888888,18,32,0,0,0,0,0,0,3,0,0
14047,commons-math,JacobianMatrices,0,106,11989,40,936,21,2905,3.1036324786324787,1.9732905982905984,46,796,0,0,16,13,1,0,0,0,0
14048,commons-math,HighamHall54StepInterpolator,0,45,3142,0,673,23,2339,3.475482912332838,0.799405646359584,32,576,0,0,2,1,1,0,0,0,0
14049,commons-math,Well1024a,0,27,2072,0,174,11,530,3.045977011494253,2.5057471264367814,25,147,0,0,0,0,0,0,0,0,0
14050,commons-math,ContinuousOutputFieldModel,0,91,8363,139,926,16,2452,2.647948164146868,1.2764578833693305,37,769,0,0,4,19,9,0,0,0,0
14051,commons-math,PrimesTest,3,51,3730,64,514,12,1571,3.056420233463035,9.974708171206226,37,569,2,2,13,3,0,0,25,0,0
14052,commons-math,VectorFormat,0,53,6006,25,278,10,1039,3.737410071942446,4.032374100719425,37,327,0,0,2,5,0,0,0,0,0
14053,commons-math,GillFieldStepInterpolator,0,63,4568,52,390,12,1157,2.966666666666667,2.1205128205128205,32,360,0,0,0,1,1,0,0,0,0
14054,commons-math,AdamsBashforthIntegrator,0,96,10032,49,648,14,1508,2.3271604938271606,1.8904320987654322,40,502,0,0,5,4,0,0,0,0,0
14055,commons-math,MultiKMeansPlusPlusClustererTest,1,28,1857,24,462,13,982,2.1255411255411256,1.20995670995671,27,308,0,0,1,2,2,0,13,0,0
14056,commons-math,TricubicSplineFunction,0,23,1150,0,254,18,749,2.9488188976377954,1.531496062992126,31,189,0,0,6,3,0,0,0,0,0
14057,commons-math,LimitAngle,0,31,2640,2,92,12,491,5.336956521739131,3.9782608695652173,29,127,0,0,0,0,0,0,0,0,0
14058,commons-math,Tanh,0,14,513,4,19,7,104,5.473684210526316,4.473684210526316,17,28,0,0,0,0,0,0,0,0,0
14059,commons-math,RandomDataImpl,0,105,17284,33,229,8,1162,5.074235807860262,8.602620087336245,28,509,0,0,0,0,0,0,0,0,0
14060,commons-math,Combinations,0,62,7594,10,501,12,1593,3.179640718562874,2.153692614770459,45,456,0,0,3,13,5,0,0,0,0
14061,commons-math,CircleVectorial,0,39,1374,20,325,19,998,3.0707692307692307,1.0523076923076924,34,220,0,0,4,0,0,0,0,0,0
14062,commons-math,ArrayRealVector,0,132,18762,133,2636,14,7658,2.9051593323216998,2.438163884673748,50,2153,7,7,42,28,10,0,0,0,0
14063,commons-math,TournamentSelection,0,32,2448,12,139,11,425,3.0575539568345325,1.618705035971223,36,120,0,0,1,1,0,0,0,0,0
14064,commons-math,HighamHall54FieldStepInterpolatorTest,3,30,1124,6,57,8,348,6.105263157894737,4.526315789473684,18,88,0,0,0,0,0,0,0,0,0
14065,commons-math,OpenIntToDoubleHashMapTest,17,84,7397,214,1348,11,3226,2.393175074183976,1.4280415430267062,35,1051,2,2,15,2,0,8,41,0,0
14066,commons-math,AdamsBashforthFieldIntegrator,0,101,10375,112,681,16,1802,2.6461086637298092,1.6916299559471366,40,590,0,0,4,4,0,0,0,0,0
14067,commons-math,UnmodifiableRealVectorAbstractTest,8,103,9892,161,1349,16,3868,2.8673091178650854,1.4099332839140104,51,1085,3,3,16,34,22,8,15,0,0
14068,commons-math,PolynomialCurveFitterTest,5,49,3571,63,764,15,1854,2.426701570680628,1.0104712041884816,35,546,1,1,13,0,0,0,8,0,0
14069,commons-math,QuinticFunction,0,9,324,8,47,10,153,3.25531914893617,1.5957446808510638,16,51,0,0,0,0,0,0,0,0,0
14070,commons-math,DummyCountingBinaryChromosome,0,8,220,0,9,6,63,7,3.7777777777777777,15,13,0,0,0,0,0,0,0,0,0
14071,commons-math,TransformerMap,0,60,3367,23,233,13,873,3.7467811158798283,2.2875536480686693,35,227,0,0,2,7,1,0,0,0,0
14072,commons-math,BrownDennisFunction,0,27,1027,7,243,12,624,2.567901234567901,1.1810699588477367,27,176,0,0,2,0,0,0,0,0,0
14073,commons-math,SqrtTest,3,22,1274,23,245,15,613,2.5020408163265304,1.2653061224489797,24,178,0,0,2,0,0,0,8,0,0
14074,commons-math,Well512a,0,25,2055,0,168,13,531,3.1607142857142856,2.505952380952381,26,146,0,0,0,0,0,0,0,0,0
14075,commons-math,RealLinearOperator,0,15,2517,0,8,7,102,12.75,15.125,18,39,0,0,0,0,0,0,0,0,0
14076,commons-math,PolynomialCurveFitter,0,48,2584,13,166,14,575,3.463855421686747,1.9216867469879517,38,163,0,0,1,1,0,0,0,0,0
14077,commons-math,Target,0,13,688,2,12,7,86,7.166666666666667,5.416666666666667,21,28,0,0,0,0,0,0,0,0,0
14078,commons-math,BoundaryProjector,0,71,3586,29,436,16,1477,3.3876146788990824,1.5527522935779816,36,359,0,0,2,9,1,0,0,0,0
14079,commons-math,KolmogorovSmirnovTest,0,208,34267,115,3173,19,8382,2.641664040340372,1.8584935392373148,49,2646,2,2,38,48,10,0,0,0,0
14080,commons-math,ReappearingEventTest,2,42,1445,7,143,9,508,3.5524475524475525,3.3216783216783217,28,139,0,0,0,0,0,0,2,0,0
14081,commons-math,FreudensteinRothFunction,0,12,583,0,96,14,401,4.177083333333333,1.4270833333333333,22,89,0,0,0,0,0,0,0,0,0
14082,commons-math,ComplexUtils,0,22,1664,2,75,10,239,3.1866666666666665,1.72,31,78,0,0,1,1,0,0,0,0,0
14083,commons-math,TimeDetector,0,16,637,0,28,7,203,7.25,7.428571428571429,22,40,0,0,0,0,0,0,0,0,0
14084,commons-math,MultivariateDifferentiableVectorFunction,0,6,599,0,0,6,41,0,0,11,10,0,0,0,0,0,0,0,0,0
14085,commons-math,DataTransferObject,0,10,662,0,30,8,161,5.366666666666666,5.033333333333333,20,40,0,0,0,0,0,0,0,0,0
14086,commons-math,Cos,0,14,499,4,19,7,104,5.473684210526316,4.473684210526316,17,28,0,0,0,0,0,0,0,0,0
14087,commons-math,AdamsNordsieckTransformer,0,86,9620,22,795,15,2089,2.627672955974843,1.2327044025157232,40,572,0,0,11,3,0,0,0,0,0
14088,commons-math,GTest,0,55,16369,22,782,16,2215,2.8324808184143224,1.618925831202046,40,670,0,0,9,12,1,0,0,0,0
14089,commons-math,NevilleInterpolator,0,11,1067,0,7,7,75,10.714285714285714,12.285714285714286,17,21,0,0,0,0,0,0,0,0,0
14090,commons-math,DormandPrince54FieldIntegratorTest,0,40,1890,21,120,8,554,4.616666666666666,3.7416666666666667,21,146,0,0,0,0,0,0,0,0,0
14091,commons-math,ListUnivariateImpl,0,52,2930,25,311,12,1028,3.305466237942122,2.0643086816720255,42,265,1,1,2,5,2,0,0,0,0
14092,commons-math,CircleScalar,0,31,1115,11,235,19,786,3.34468085106383,1.0340425531914894,30,157,0,0,3,0,0,0,0,0,0
14093,commons-math,RegulaFalsiSolverTest,1,25,700,4,88,14,287,3.2613636363636362,2.2613636363636362,30,68,0,0,0,0,0,0,1,0,0
14094,commons-math,RandomVectorGenerator,0,2,197,0,0,4,16,0,0,10,2,0,0,0,0,0,0,0,0,0
14095,commons-math,DescriptiveStatistics,0,139,18290,104,851,14,3007,3.533490011750881,4.678025851938895,44,806,4,8,0,9,4,0,0,0,0
14096,commons-math,EvaluationTest,10,115,7145,125,1204,20,3126,2.596345514950166,1.2076411960132891,38,812,5,5,1,0,0,2,19,0,0
14097,commons-math,AbstractLeastSquaresOptimizerAbstractTest,19,117,19269,278,3034,18,7151,2.356954515491101,2.8230059327620305,39,2670,0,0,5,0,0,0,71,0,0
14098,commons-math,Ackley,0,17,455,6,121,16,393,3.2479338842975207,1.1487603305785123,26,106,0,0,1,0,0,0,0,0,0
14099,commons-math,GaussNewtonOptimizerTest,6,33,4308,10,186,10,594,3.193548387096774,1.8870967741935485,27,177,0,0,0,0,0,0,0,0,0
14100,commons-math,sumMean,0,16,575,0,36,7,228,6.333333333333333,6.305555555555555,21,42,0,0,0,0,0,0,0,0,0
14101,commons-math,ExponentialDecayFunction,0,12,1496,2,70,10,259,3.7,1.7857142857142858,26,67,0,0,0,4,0,0,0,0,0
14102,commons-math,MultidimensionalCounter,0,47,5054,9,416,12,1304,3.1346153846153846,1.9326923076923077,42,348,0,0,7,6,1,0,0,0,0
14103,commons-math,BisectionSolver,0,22,1262,9,106,11,307,2.8962264150943398,1.820754716981132,26,82,0,0,1,2,1,0,0,0,0
14104,commons-math,AgrestiCoullIntervalTest,1,15,489,5,31,7,103,3.3225806451612905,2,18,31,0,0,0,0,0,0,2,0,0
14105,commons-math,PairTest,6,41,1958,36,461,13,1187,2.5748373101952278,1.1670281995661604,33,328,0,0,0,1,1,9,15,0,0
14106,commons-math,GeometricMean,0,39,4141,19,147,10,609,4.142857142857143,3.6666666666666665,33,171,0,0,0,2,1,0,0,0,0
14107,commons-math,LowerBoundMapper,0,10,414,2,23,7,120,5.217391304347826,4.391304347826087,20,27,0,0,0,0,0,0,0,0,0
14108,commons-math,MultivariateNormalMixtureExpectationMaximizationTest,9,65,9995,46,1222,11,2595,2.123567921440262,4.997545008183306,32,910,0,0,2,0,0,2,7,0,0
14109,commons-math,VectorialMean,0,22,1438,5,194,10,593,3.056701030927835,1.5360824742268042,38,154,0,0,3,4,0,0,0,0,0
14110,commons-math,DormandPrince54StepInterpolator,0,58,4556,4,555,22,1954,3.5207207207207207,2.052252252252252,38,521,0,0,3,4,2,0,0,0,0
14111,commons-math,SphereGenerator,0,59,3483,121,849,20,1912,2.2520612485276796,1.0376914016489989,26,708,0,0,0,4,4,0,0,0,0
14112,commons-math,DoubleArray,0,13,2271,0,0,5,86,0,0,11,23,0,0,0,0,0,0,0,0,0
14113,commons-math,SparseFieldMatrix,0,48,3613,47,342,11,1127,3.2953216374269005,2.3362573099415203,32,338,0,0,2,3,3,0,0,0,0
